证券代码,证券简称,一致预测营业收入(FY1),一致预测净利润(FY1),一致预测ROE(FY1),一致预测每股净资产(FY1),每股收益EPS-基本,净资产收益率ROE(平均),总资产报酬率ROA,资产负债率,流动比率,总资产(同比增长率),营业收入(同比增长率),销售毛利率,每股净资产BPS,营业利润,长期借款,短期借款,营业收入,报告期,下一期营收
600827.SH,百联股份,47834500000,846500000,4.985,9.6245,0.49,5.2912,3.1243,56.3156,0.8627,1.7166,2.64,20.9283,9.1438,1435772057,1616391609,697600000,48426713008,年报,56965353165
600839.SH,四川长虹,84620000000,429000000,3.2,2.93,0.07,2.4916,1.5893,70.039,1.0542,4.7835,6.6832,12.4716,2.8274,911820686.1,101920000,15742122036,83385262869,年报,80281055015
600845.SH,宝信软件,6130139231,646245000,12.1042,6.2604,0.801,11.7414,8.1601,28.3095,2.6554,9.5448,14.5594,27.9413,7.5391,785354182.6,398799.83,20000000,5471102912,年报,5379090242
600858.SH,银座股份,13599000000,53000000,1.71,5.9292,0.089,1.5256,2.4403,74.3256,0.4796,6.6664,1.8056,19.3702,5.8609,163216197.5,505000000,3133600000,13240330628,年报,14450555148
600871.SH,石化油服,67647000000,979000000,14.5,0.36,0.008,7.7293,1.7749,90.5124,0.6045,-1.9079,20.1983,8.7123,0.3044,852278000,536291000,17606082000,58409078000,年报,53832616000
600875.SH,东方电气,33045351429,1418107143,5.5,8.0108,0.37,4.479,1.3669,66.3898,1.3958,-1.1395,-9.2854,20.7247,9.2481,1238706833,462864840,245566000,29729655572,年报,30340678082
600884.SH,杉杉股份,9784360000,1192236364,12.389,9.1791,0.993,10.5511,7.989,46.5974,1.1586,6.2321,7.0477,22.0956,9.5365,1536800430,1107359637,2946944000,8853422776,年报,8128435364
600885.SH,宏发股份,7857745000,855656667,16.6467,6.9598,0.94,16.6908,14.0558,32.7523,1.8263,16.3184,14.2781,36.8355,5.951,1112005792,19885216.06,1279043309,6879774007,年报,6499565275
600886.SH,国投电力,41999785385,4635323077,11.7109,5.833,0.6256,12.7892,6.8389,68.201,0.4941,5.963,29.6062,40.4062,4.965,9683897416,1.11704E+11,5764117450,41011372736,年报,40460574358
600887.SH,伊利股份,90166872439,7082187073,22.6397,5.1895,1.06,24.2922,15.4998,41.1059,1.2757,-3.4364,16.9199,37.8219,4.5928,7690828964,289000,1523000000,78976388687,年报,92309494472
600888.SH,新疆众和,5518000000,199500000,5.5,4.16,0.2176,5.199,4.6082,64.9527,1.0738,2.8559,-18.8999,14.3958,4.1525,195294598.3,2238655000,2720773598,4870971684,年报,4680971882
600893.SH,航发动力,26463890000,1305444193,4.6042,12.5447,0.47,4.0746,3.2717,42.9213,1.0826,3.519,2.4253,17.6317,11.7471,1237653283,235126720,5888652432,23102024803,年报,13361151317
600900.SH,长江电力,51592702143,22339801765,15.0483,6.7511,1.0278,16.3076,11.0451,51.7137,0.1669,-1.303,2.1307,62.8907,6.4638,27392070129,26000000000,12700000000,51213965747,年报,34430242254
600970.SH,中材国际,23782567273,1708050909,17.0345,5.8253,0.78,16.8132,5.1435,70.5392,1.1877,4.4641,9.9609,18.5604,5.0043,1698398231,3115504542,541822327.7,21501420040,年报,20146035252
600971.SH,恒源煤电,5635000000,1124000000,13.57,8.295,1.2207,16.5599,12.0208,44.9692,1.4989,1.4412,-9.7281,45.8214,7.8286,1391165419,787500000,835000000,5900332755,年报,6494410225
600984.SH,建设机械,2385773333,197216667,5.8167,4.0933,0.1978,4.9668,2.9995,57.4002,0.8823,21.5693,21.765,33.4627,4.0819,179187985.6,6000000,971100000,2227295005,年报,2181806013
600997.SH,开滦股份,20896750000,1251916667,10.9417,7.1967,0.86,13.754,9.8812,49.4656,1.1491,10.3725,10.2278,16.4236,6.6261,2074701424,764863430.4,2061668500,20460011690,年报,22809494941
600998.SH,九州通,87933678571,1372245714,7.322,9.5407,0.73,7.2922,4.4075,69.4305,1.2889,28.1006,17.8428,8.6326,8.1714,1829953820,241936324.5,10250750783,87136358554,年报,98652149010
601012.SH,隆基股份,21676058438,2644866563,16.0072,6.1105,0.93,16.6931,8.6781,57.5767,1.5392,20.6046,34.3799,22.2485,5.6696,2869454109,2658904838,687673591.5,21987614950,年报,22840760251
601018.SH,宁波港,22310000000,2896000000,7.3,3.08,0.22,7.7201,6.6532,42.9334,0.7691,18.3527,20.3306,24.502,2.9112,3972809000,6508174000,6278269000,21879609000,年报,21743776000
601021.SH,春秋航空,13331878000,1467578000,12.707,13.5345,1.67,13.7947,8.4978,49.8608,1.3179,28.9916,19.5382,9.6815,14.5323,1918369125,2984331619,2695159618,13114041327,年报,14558507484
601058.SH,赛轮轮胎,14492806667,660986667,10.2,2.405,0.25,10.8856,6.082,58.677,0.8133,1.5492,-0.8847,19.8243,2.3352,735006155,449923621.7,3564451637,13684752715,年报,13471961570
601088.SH,中国神华,2.44638E+11,45049208421,12.9447,18.023,2.205,13.9426,12.758,31.1268,1.8909,3.5468,6.173,41.1203,16.4788,73146000000,46765000000,2000000000,2.64101E+11,年报,2.28044E+11
601100.SH,恒立液压,4283700000,877991379,19.3018,5.3046,0.95,19.9389,14.7369,37.0808,2.2422,18.1163,50.6496,36.5774,5.1551,960855309.1,353463038.5,850694600,4210975402,年报,6274034820
601111.SH,中国国航,1.47055E+11,10823413571,10.5054,7.0811,0.53,8.1816,5.2977,58.7401,0.3285,3.3931,12.6987,15.8236,6.4177,9826497000,3185481000,17561546000,1.36774E+11,年报,1.30216E+11
601117.SH,中国化学,80938768182,2166034545,7.076,6.1349,0.39,6.3145,3.2524,63.9069,1.387,10.9067,39.0533,11.636,6.0506,2756455517,4843863960,270000000,81445477064,年报,70877880178
601186.SH,中国铁建,8.09892E+11,21509088750,11.666,13.3537,1.26,11.2341,3.2926,77.4064,1.0886,11.654,7.2163,9.7808,11.009,25321766000,69840477000,61781084000,7.30123E+11,年报,6.28357E+11
601200.SH,上海环境,3060594286,633885714,9.57,9.8089,0.8225,10.2097,6.8896,51.2191,0.7298,21.3549,0.655,36.7521,8.4274,794388492.7,2739160264,1274000000,2582838420,年报,2567659864
601222.SH,林洋能源,4653402500,846967955,8.6542,5.6289,0.43,7.9003,6.2722,43.0101,2.7959,4.1419,11.9431,37.8221,5.2576,793844758.5,2034500000,396550000,4016739560,年报,2777995173
601233.SH,桐昆股份,49549000400,2834429884,15.4475,10.13,1.16,14.3984,10.3451,53.4589,0.8766,30.5106,26.7783,11.6783,8.4065,2778103583,1715000000,7581336087,41600748779,年报,46712637545
601238.SH,广汽集团,86555536842,13220504075,15.7932,8.5632,1.07,14.9433,9.3444,41.0227,1.6349,10.4658,0.5309,18.561,7.4575,11644901653,1536465261,1943648418,71514518876,年报,57024195364
601311.SH,骆驼股份,8339000000,572000000,10.1,6.9242,0.66,9.9525,7.3051,41.9635,1.8243,12.923,21.079,18.5664,6.7156,619848448.1,710670501.3,893150000,9223771198,年报,9056263967
601369.SH,陕鼓动力,6977000000,714000000,11.1,4.05,0.2138,5.7068,3.194,64.2526,1.3689,13.6486,27.3107,22.0384,3.7815,482616561,467976900,350738389.3,5038835610,年报,7150119872
601390.SH,中国中铁,8.02101E+11,21080685455,11.049,8.4115,0.718,9.9078,3.0441,76.4347,1.0469,11.6804,6.9236,9.8999,6.9974,22696257000,56031383000,72655690000,7.37714E+11,年报,6.38936E+11
601515.SH,东风股份,3891750000,827500000,17.435,4.2733,0.67,18.6578,15.7232,26.9269,2.3462,3.852,18.7594,38.6298,3.7493,900354102.8,281402064.5,14436357.15,3328049360,年报,3627727319
601600.SH,中国铝业,1.92569E+11,2795585789,5.9456,3.1394,0.044,1.894,3.3031,66.313,0.7879,0.5301,-0.431,8.8385,3.2493,2424292000,42756340000,39296192000,1.8024E+11,年报,1.76452E+11
601607.SH,上海医药,1.74684E+11,4465863541,10.6418,14.6117,1.3717,10.6266,5.7412,63.4036,1.3576,34.4852,21.5803,14.183,13.7271,5208332348,6622991700,19340296750,1.59084E+11,年报,1.84027E+11
601618.SH,中国中冶,3.09262E+11,7422616667,8.7567,4.778,0.26,7.6562,2.8088,76.6084,1.1426,5.8738,18.6618,12.5762,3.2822,9832014000,23793236000,47809316000,2.89535E+11,年报,2.52427E+11
601633.SH,长城汽车,1.1069E+11,5777526522,10.4695,6.1136,0.5705,10.2446,5.2401,52.8726,1.2107,1.1338,-2.6786,16.686,5.7547,6232037347,2157805500,12799966582,97799859205,年报,88341802129
601636.SH,旗滨集团,9159873750,1355788125,16.27,3.1052,0.4611,16.4896,11.4053,41.0319,0.8031,0.9548,10.4588,28.791,2.8159,1349153664,1483369656,490447143.2,8378307427,年报,7341645312
601666.SH,平煤股份,22640270000,1123205000,8.225,5.7896,0.3029,5.7583,4.9193,69.9584,0.7687,13.7129,-2.8353,19.8099,5.4501,1223072680,1338600000,3892300000,20153419873,年报,22840090613
601668.SH,中国建筑,1.16118E+12,37120308678,14.9544,5.9571,0.87,16.6732,4.6288,76.9441,1.277,20.0426,13.7764,11.8913,5.2635,71665296000,2.14676E+11,19042192000,1.19932E+12,年报,1.19031E+12
601678.SH,滨化股份,7225813333,917595556,13.0822,4.5566,0.45,11.8508,11.8813,41.859,0.8876,34.6879,4.4299,27.9811,3.9709,976029048.8,1597739500,600000000,6751403407,年报,6292372849
601699.SH,潞安环能,24546764167,2971653680,12.5233,7.9795,0.89,11.8314,5.9428,65.5671,0.8652,-1.8177,6.779,40.1486,7.9899,3044265200,1740041500,6595350000,25139575484,年报,22478161711
601766.SH,中国中车,2.45377E+11,13828307852,9.7897,4.9688,0.39,9.0434,4.4239,58.1329,1.2079,-4.713,3.8243,22.1636,4.4761,14734830000,880011000,8634101000,2.19083E+11,年报,1.58671E+11
601800.SH,中国交建,5.64073E+11,23745583668,11.6838,12.9533,1.15,10.4006,3.4034,75.0455,1.0034,12.9659,1.671,13.4865,10.6804,25177494998,1.93826E+11,45358037155,4.90872E+11,年报,4.0898E+11
601808.SH,中海油服,24189571429,749073880,2.205,7.5701,0.0148,0.205,2.2499,53.5697,1.2762,1.0085,25.2884,10.946,7.2366,656343152,787630650,1372640000,21945877580,年报,23631111548
601857.SH,中国石油,2.60433E+12,68390397692,5.3982,7.3105,0.29,4.3668,5.5311,41.9976,0.7386,1.1496,16.7518,22.4851,6.6362,1.34812E+11,1.77605E+11,62368000000,2.35359E+12,年报,2.36416E+12
601872.SH,招商轮船,10764205000,1088442500,6.3025,2.9833,0.19,6.5786,4.0648,59.3102,0.5531,16.1302,13.7849,17.7208,3.3399,1081505638,12833801763,6514156000,10931097410,年报,12542075669
601877.SH,正泰电器,26938577500,3657360000,16.5953,10.4185,1.68,17.2525,10.0409,53.2433,1.4011,7.7616,17.1002,29.668,10.0626,4249886812,6609655020,3181151309,27420832738,年报,23979451636
601898.SH,中煤能源,1.06667E+11,4969149091,5.22,7.3988,0.26,3.7919,4.8487,58.1793,0.8023,5.0554,27.7595,28.6403,6.9496,8889386000,45317056000,6307547000,1.0414E+11,年报,1.1821E+11
601899.SH,紫金矿业,1.07789E+11,5083157007,10.98,2.1829,0.18,10.8509,7.2753,58.1201,0.818,26.383,12.1055,12.5883,1.5401,6181371066,12917915706,15616680236,1.05994E+11,年报,1.16168E+11
601919.SH,中远海控,1.26337E+11,2256410000,8.385,2.2392,0.12,5.6481,3.8008,75.2994,0.6793,71.292,33.5665,8.462,2.2402,3044731492,47051666788,48220619222,1.2083E+11,年报,1.403E+11
601966.SH,玲珑轮胎,17731717000,1505288182,13.718,9.0844,0.98,12.6282,6.8317,61.1703,1.1411,33.052,9.9404,23.7034,8.1142,1278637285,2956178866,4781107208,15301583236,年报,16138534380
601985.SH,中国核电,39005332857,5071651322,10.58,3.0219,0.304,10.5387,4.8013,74.1652,0.8686,6.5811,16.1886,41.7554,2.9829,10193773531,1.8267E+11,6020000000,39305402287,年报,42956475608
601991.SH,大唐发电,92002961667,3344603333,6.7517,2.5933,0.0718,2.6957,4.4302,75.6261,0.3785,3.2507,10.9337,15.6695,2.4384,4085648000,1.05649E+11,24771641000,93389625000,年报,90664736000
601992.SH,金隅集团,77525621500,4739437000,9,5.475,0.31,5.9919,3.6937,70.4728,1.3092,15.5329,30.5259,26.9453,3.9993,6568722050,30506054266,39880392210,83116733092,年报,64043529309
603008.SH,喜临门,4445688000,331968000,10.71,7.6766,-1.13,-17.5688,-6.2159,59.2181,0.9938,3.53,32.1136,28.8396,5.788,-435685846.7,150990400,1493497525,4210934502,年报,3354382667
603010.SH,万盛股份,1715000000,198000000,15.2,5.1248,0.43,9.6203,8.276,45.3611,1.5501,14.8455,17.6299,22.6417,4.4869,78791958.93,250000000,165000000,1732893593,年报,1856878522
603019.SH,中科曙光,12298906875,650308750,15.0913,6.6896,0.67,12.3643,5.78,69.2376,1.5567,30.5315,43.8919,18.3049,5.6852,531916530.5,730000000,2354528000,9056879481,年报,8968364025
603030.SH,全筑股份,6940980000,267258750,14.38,3.435,0.4894,15.1934,6.3806,76.1302,1.2218,52.9599,40.9838,14.4926,3.3847,357493983.1,272507822,962610222.7,6521024514,年报,4438342055
603108.SH,润达医疗,6169588000,328762000,13.65,4.6779,0.45,10.9316,10.5648,58.4933,1.1918,5.8616,38.1015,27.5112,4.3234,577737517,252399689.5,1545760015,5964339224,年报,6124475935
603225.SH,新凤鸣,37977497143,2145910000,20.9257,8.6878,1.69,19.2267,13.5495,51.9927,0.8461,55.3646,42.2217,9.0801,9.2023,1692901418,291670495.6,3060047183,32658767104,年报,30634976751
603308.SH,应流股份,1643508333,90206667,3.1733,6.5862,0.17,2.5654,2.9471,56.9097,1.0067,18.9186,22.2912,35.6438,6.6426,82450352.05,495159088,2875046457,1681215678,年报,2010011996
603377.SH,东方时尚,1187185000,264552500,13.6267,3.3057,0.38,12.8059,9.5721,48.4896,0.9857,26.9427,-10.4144,48.9843,2.9725,254728517.4,150000000,629900300,1050918668,年报,805600660.2
603518.SH,锦泓集团,3523062000,325174000,13.875,15.2645,1.58,13.4498,9.9798,59.8155,1.8305,0.3486,20.3369,69.0456,13.3827,413552057.5,2736558326,328375000,3085609336,年报,2753360646
603520.SH,司太立,956000000,127000000,12.5,8.21,0.78,10.7168,7.1128,69.9044,0.7663,52.3204,25.2528,40.4737,7.4253,126829119.3,864594320,862508178.3,890470781.5,年报,1177104754
603588.SH,高能环境,3454511111,314839444,12.2965,3.9376,0.498,13.3145,7.5155,64.0565,0.9525,42.3426,63.2043,26.3517,3.796,457058699.3,1009000000,1645053615,3762250271,年报,2737000476
603609.SH,禾丰牧业,15748315000,578340000,15.0967,4.6595,0.66,15.242,11.6712,38.4479,1.2614,15.7844,15.0042,8.4408,4.5544,690589606.3,118500000,1347690168,15750798121,年报,14048341815
603678.SH,火炬电子,2266548571,354485714,12.3683,6.2725,0.74,12.5675,12.476,24.6674,2.9508,13.3485,7.2142,35.0736,6.1379,417892907,81819269.71,400949565.3,2024346911,年报,1857055449
603799.SH,华友钴业,14157636667,2001543333,19.7959,11.9456,1.84,22.4303,12.7304,55.8742,1.2132,14.6935,49.6988,28.4674,9.1603,1777007065,265660629.3,5121992188,14450762952,年报,17603599882
603885.SH,吉祥航空,14674924000,1455753000,14.989,5.4225,0.69,13.6392,9.3555,55.2535,0.6187,6.0194,15.7471,15.0225,5.247,1541309625,2022883933,4586475637,14366166551,年报,16527318164
603993.SH,洛阳钼业,25901067778,4966983333,10.4438,3.25,0.215,11.7199,7.4379,50.998,2.451,3.4536,7.5176,37.6793,1.8958,7057983810,20196854833,4588152515,25962862774,年报,17912455943
000002.SZ,万科A,3.17448E+11,35537839032,22.7114,14.9353,1.689333333,13.67626667,3.725733333,84.9261,1.1612,40.637,50.3171,34.7626,12.6823,42205497149,1.2567E+11,21978134103,2.34696E+11,三季,2.97679E+11
000026.SZ,飞亚达,3596363333,173448264,6.8167,5.8591,0.494266667,8.642266667,8.8436,29.4751,2.4762,-2.2163,3.5964,42.207,5.8146,281858102.1,62383129.25,464922149.8,3419584116,三季,3400450600
000034.SZ,神州数码,75071262000,530834000,13.736,5.8972,0.702,13.07093333,5.199333333,85.1349,0.9507,19.1168,32.7259,4.4536,5.6205,542842356.3,810000000,9927822384,71139435122,三季,81858054493
000039.SZ,中集集团,90026405000,2760728524,7.7669,11.9438,1.012,9.537333333,4.414266667,70.3049,1.026,10.4276,23.9859,14.9101,10.8292,5270281333,26054580000,22159182000,89208196000,三季,93497622000
000050.SZ,深天马A,29198157143,1869550000,10.32,9.5863,0.831866667,8.3412,5.6548,56.5291,0.795,122.0594,31.7509,15.4589,12.8359,1768119829,11521550000,4923219254,28985888990,三季,28911543961
000059.SZ,华锦股份,36320137500,1641912500,10.33,9.1788,0.882933333,11.14653333,7.884266667,54.0547,1.0725,-6.0019,7.3902,19.3985,8.239,1949672089,3853793544,8225000000,33826574249,三季,36683290538
000060.SZ,中金岭南,20446997500,1217410000,10.8575,3.1625,0.293333333,10.13,8.874933333,45.7096,1.1771,5.1986,14.7333,11.4675,2.8742,1436443070,757115082.7,3557565246,22627828115,三季,19963409522
000062.SZ,深圳华强,12862000000,693000000,15.4,6.4272,0.959333333,15.85293333,12.3064,52.4,1.4413,21.3603,49.594,16.3019,6.2851,995878027.5,884700000,2790250869,10959028304,三季,11799716612
000063.SZ,中兴通讯,87200852381,-6416211364,-19.9979,7.353,-2.306666667,-35.60853333,-7.666266667,72.3254,1.094,-14.938,-23.2614,32.3033,3.5797,-910509333.3,2768165000,16725646000,78354914667,三季,85513150000
000069.SZ,华侨城A,50736586154,9942892308,16.7115,7.5991,0.827333333,12.80586667,4.5644,74.3575,1.9125,38.7071,26.754,60.8799,6.5763,9498277756,74764331127,15724773083,32733740765,三季,48142343166
000090.SZ,天健集团,8102135000,683135000,9.75,4.8444,0.161866667,3.626,2.486133333,78.5833,1.7085,25.0329,2.1539,17.8166,4.3794,465832298.7,8048237400,2677000000,6190179999,三季,10209484122
000099.SZ,中信海直,1373000000,104000000,3.5,5.03,0.1936,3.929066667,4.3624,42.3735,2.2827,-3.0512,11.1866,24.3496,4.9928,167319262.1,786373386.9,195144030.8,1318647964,三季,1425880853
000100.SZ,TCL科技,1.11177E+11,3605511875,10.9123,2.5352,0.2456,11.13226667,3.1228,68.5205,1.0118,13.4179,0.0273,17.7883,2.2061,4283514893,33940477697,13391081538,1.0965E+11,三季,1.1336E+11
000157.SZ,中联重科,27277847500,1667327500,4.1,5.0639,0.226666667,4.628,3.898533333,56.151,2.2447,0.915,17.7761,26.3683,4.8004,2099960849,6407347697,5460627043,28046848830,三季,28696542910
000333.SZ,美的集团,2.69304E+11,20556485862,23.5864,13.3383,3.626666667,30.48106667,11.19826667,64.1602,1.4232,5.9739,10.0604,27.2613,12.4708,30368734667,32692841000,894952000,2.74342E+11,三季,2.59665E+11
000338.SZ,潍柴动力,1.63588E+11,7692931875,18.216,5.3713,1,22.03746667,6.879466667,69.921,1.2679,2.9748,5.9451,21.6402,4.6741,13128991888,14485817640,4372831525,1.57577E+11,三季,1.59256E+11
000401.SZ,冀东水泥,28148252000,1606212000,13.821,8.5939,1.4,17.5816,10.22066667,63.838,0.7334,40.3895,15.0347,30.8686,8.4434,3841101658,1545000000,13549550000,29491500141,三季,30848580285
000417.SZ,合肥百货,10583197500,215652500,5.7325,4.83,0.293333333,6.2004,4.0392,57.0457,1.0598,4.1127,0.7411,18.6296,4.765,406719729.9,344736467.1,117030347.9,10510892141,三季,10681935554
000425.SZ,徐工机械,40126031875,1936955625,7.7006,3.2816,0.26,7.782133333,4.222,52.5129,1.6234,15.8661,58.1666,17.9207,3.1871,2229230128,1063867666,3241646475,45434475380,三季,44410005648
000488.SZ,晨鸣纸业,33599851111,3928224444,13.9463,10.0321,0.72,12.53386667,6.889866667,74.7598,0.8243,5.1425,7.1301,32.8902,6.0402,3825980467,8321609057,36865017676,31323691757,三季,28875756164
000498.SZ,山东路桥,15846871429,601452857,13.9786,3.7673,0.418133333,11.22973333,3.967733333,77.1313,1.2387,27.6847,31.898,8.1976,3.8632,660011118.8,2333620000,2319500000,13826625951,三季,14768382699
000501.SZ,鄂武商A,18270163333,1146435000,13.456,10.72,1.386666667,13.77386667,7.211866667,62.2934,0.5679,20.171,-0.6467,21.9043,10.3705,1389664492,2160445459,2920700000,17246441894,三季,17705560680
000521.SZ,长虹美菱,17870070000,143410000,2.97,5.7502,0.083733333,1.733066667,0.479466667,67.8454,1.2336,-1.7564,0.5272,17.2505,4.8329,113956691.9,2520000,1785173384,17664826330,三季,17490174950
000528.SZ,柳工,16658240000,910465000,9.2964,6.7436,0.847333333,10.2116,6.165333333,58.9265,1.4889,15.7831,54.6925,22.9564,8.5004,1231433624,2692000000,3161323715,17954239223,三季,18084836917
000553.SZ,安道麦A,25678836667,3077255000,14.3033,8.9669,1.3856,16.45546667,12.87413333,47.3983,2.2883,14.3717,3.0479,33.5763,9.1652,4417025333,304549000,452729000,25273180000,三季,25615119000
000598.SZ,兴蓉环境,4269747273,1022852727,9.6391,3.5429,0.379333333,11.332,7.6452,43.3052,0.6322,8.0191,10.3431,44.9268,3.4511,1366287371,1213230000,550000000,4008837314,三季,4159649976
000630.SZ,铜陵有色,88732822000,1009318000,6.04,1.7733,0.084,5.038533333,5.790666667,58.6866,1.1122,-2.0926,1.1597,5.5295,1.688,1438373997,4895045121,13102488684,81816061803,三季,84589124365
000656.SZ,金科股份,45597714286,2868000000,13.7971,4.16,0.533333333,14.18413333,2.6544,83.8347,1.5761,46.1914,48.7916,25.9498,3.6949,4289748113,42458844349,6638200000,35856773313,三季,41233676425
000661.SZ,长春高新,5660453462,998014231,19.2796,32.055,6.573333333,23.41026667,24.37973333,29.7348,2.5173,17,56.3564,85.3063,30.1388,2016425371,12375000,90000000,5519507817,三季,5374994708
000671.SZ,阳光城,47063764167,3147821667,15.3067,5.3088,0.52,10.38066667,1.9548,85.5534,1.5677,34.4974,67.1256,26.4793,4.0665,3641598756,61558651183,10255590000,34585682977,三季,56470090684
000672.SZ,上峰水泥,5636283333,1299126667,40.3067,4.02,1.506666667,46.00506667,27.63866667,53.2251,1.042,9.4737,23.3261,44.0904,3.7843,1656881338,252102050,1309030000,4833444743,三季,5304576748
000681.SZ,视觉中国,1046846667,387267810,12.6644,4.5065,0.4188,10.96293333,9.259466667,34.1357,0.9568,10.7542,20.9675,63.7264,3.9686,352093077.7,479486099.4,207231126.6,934962946.9,三季,987837517.4
000703.SZ,恒逸石化,76887108333,3105792917,19.1286,8.6774,1.293333333,22.33573333,11.29493333,65.3471,0.8538,74.1617,29.1766,5.0607,6.2218,4185730176,7436748000,14625710542,81105590410,三季,84947688334
000709.SZ,河钢股份,1.20929E+11,4267402000,8.824,4.5525,0.422666667,8.815066667,5.542133333,71.6103,0.562,9.85,4.2599,13.8865,4.5362,6458658054,13983900000,45990175300,1.2081E+11,三季,1.20957E+11
000717.SZ,韶钢松山,30009425714,3864897500,57.4643,2.7934,1.519333333,84.95786667,25.94893333,64.4965,0.4777,6.4587,8.3268,19.6013,2.3481,3728137655,126908676.7,4154591509,25827107207,三季,27112484025
000725.SZ,京东方A,1.01474E+11,5231839412,6.2559,2.5828,0.129333333,5.280933333,3.005866667,61.0986,1.84,21.2276,0.0808,18.8217,2.4662,5085593747,91696478647,1563009194,92619217719,三季,97108864935
000733.SZ,振华科技,7627000000,242000000,5.7,8.4893,0.6,6.662666667,4.252533333,53.7104,1.7712,4.5311,-30.8492,25.0329,9.1829,335208090.7,753801000,681129180.2,5729297882,三季,5337571527
000756.SZ,新华制药,4968180000,250030000,9.2,4.37,0.413333333,10.10306667,6.6544,51.7548,1.0386,11.0982,14.6838,27.929,4.2178,348727322.2,497007581.6,235334092.2,5279586203,三季,5207868839
000778.SZ,新兴铸管,41761833333,2318583333,10.725,5.376,0.604933333,12.0848,7.650133333,57.6635,1.0029,-0.1472,-10.2416,17.3135,5.0919,3516188679,914415357.2,9104434224,42283407759,三季,40547120306
000786.SZ,北新建材,12788674000,2825934000,19.5558,8.5567,1.552,20.7344,18.8576,19.9243,2.2504,6.5368,17.334,36.0914,8.2037,3168216733,473189000,597100000,12683186953,三季,12564910662
000807.SZ,云铝股份,24639161111,345235556,3.34,3.8915,0.053333333,1.493733333,2.5776,71.3271,0.5505,12.077,-3.0645,11.2334,3.783,156601017.2,4822330214,9063379634,21204835142,三季,21689352666
000825.SZ,太钢不锈,72737572500,5542717500,17.5425,5.4524,0.950666667,19.1736,9.931466667,57.7005,0.7386,0.963,9.6731,16.5228,5.1921,6098138198,12286031951,4402525258,73421357222,三季,72946105509
000826.SZ,启迪环境,12569412000,1458971000,9.155,11.285,0.721333333,7.5384,5.5496,60.8016,0.6688,24.0785,29.9491,31.042,9.2181,1379779933,4882176458,3694488500,11303863889,三季,10993780615
000830.SZ,鲁西化工,21647520000,3269384444,28.26,8.273,2.050666667,29.342,16.89053333,59.1081,0.1917,5.3295,42.5435,27.8807,6.566,4133073293,727250000,6253198750,21029337552,三季,21284848435
000860.SZ,顺鑫农业,12544739375,805395405,10.914,12.9119,1.253333333,9.796533333,6.242,57.7071,1.9007,0.3991,4.0073,38.1501,11.4104,976529013.6,1072311100,3250000000,12271219258,三季,12074373184
000869.SZ,张裕A,5057322500,1029047500,11.16,13.575,1.493333333,11.24933333,11.0548,25.3878,1.7455,6.7017,1.6472,64.5253,13.627,1369196479,134684845,753501353,5147412067,三季,5142244740
000876.SZ,新希望,67318828182,1947441818,8.6789,5.4337,0.453333333,9.1724,8.027466667,42.142,0.8162,15.1664,10.7951,8.3685,5.0627,3463389146,1738254261,8318260855,67751870092,三季,69063225294
000877.SZ,天山股份,8317588000,869708000,11.07,7.5177,0.9732,13.3072,9.5344,51.0148,0.6148,-3.0836,11.8453,31.3517,7.6166,1485893196,844579838.7,3626504342,7505734688,三季,7931783954
000878.SZ,云南铜业,50590990000,498020000,7.96,4.7393,0.373333333,8.865466667,5.3596,72.2525,0.8315,17.9979,-31.4835,6.3626,4.4045,765732951.6,3489000000,11214757200,41539492910,三季,47430343194
000887.SZ,中鼎股份,13232163750,1283707696,14.8957,6.9922,1.146666667,17.5296,10.9316,47.9384,2.2157,10.6726,11.5847,28.4622,6.7862,1677600191,3550544783,1091435601,11668105110,三季,12367838167
000895.SZ,双汇发展,51192928519,4965439630,30.9427,4.9671,1.475866667,33.2492,27.2664,34.4955,1.3968,7.1328,-2.0139,21.2812,4.4476,6310794278,5075790.72,2484000000,48688315638,三季,48767403388
000898.SZ,鞍钢股份,97155600000,8126641000,14.378,7.8943,1.262666667,18.1268,14.23786667,44.1224,0.8181,4.0573,18.3504,17.8415,7.0314,11573333333,2335000000,12298000000,1.03751E+11,三季,1.05157E+11
000925.SZ,众合科技,2727400000,124400000,5.568,4.4534,0.0992,2.337733333,2.279733333,59.8532,0.9438,12.2008,15.3766,29.6061,4.2949,77106182.41,495932489,1363625288,1571364444,三季,2089148767
000932.SZ,华菱钢铁,90880259412,7070664706,40.8847,5.8057,2.421066667,56.31626667,15.24053333,71.077,0.7541,1.6332,22.3885,17.7816,5.1667,9854474634,6784967280,14088652040,91524173512,三季,91178778281
000933.SZ,神火股份,19619000000,522858571,8.1086,3.3202,0.204,6.4472,4.589066667,85.0827,0.4307,1.4721,0.5037,14.2758,3.2359,711494212.2,2239500000,18084001418,18984765070,三季,18834778176
000937.SZ,冀中能源,21021450000,1189850000,5.8,5.7434,0.320266667,5.741066667,5.008266667,52.8107,1.3446,0.4578,5.7254,24.5272,5.6964,2004316795,3743429049,3769163993,21731910204,三季,21458411716
000959.SZ,首钢股份,65179833333,2913233333,10.8233,5.1598,0.5396,10.8752,4.944266667,72.9423,0.3657,3.3569,9.779,14.1373,4.9296,4366674787,19679040000,29005720000,64607837466,三季,65776660539
